student_id,student_name,department,semester,cgpa,tenth_percentage,twelfth_percentage,backlogs,programming_languages,frameworks,verified_certifications,python_skill,java_skill,sql_skill,react_skill,aws_skill,dsa_skill,certifications_count,projects_count,project_complexity,open_source_contributions,internships_count,aptitude_score,quantitative_aptitude_score,logical_aptitude_score,coding_score,communication_score,verbal_fluency_score,interview_score,presentation_score,hackathons_participated,leadership_roles,tech_society_participation,target_role,placement_probability,placement_status,missing_skills,recommended_courses,roadmap_weeks,placement_outcome
STU0157,Pranav Chowdhury,IT,6,7.19,79.1,79.5,0,Python,React|Pandas,,2,0,1,1,1,1,0,6,4,11,3,63,64,63,57,83,80,75,76,2,0,1,DevOps Engineer,63.0,Near Ready,AWS|Kubernetes,AWS Cloud Practitioner|Kubernetes for DevOps,6,Placed
STU0158,Deepak Verma,ECE,8,7.31,70.4,66.0,0,Java,Git,Python Certificate,0,1,0,0,0,0,1,1,2,5,0,53,49,52,44,78,75,65,73,1,0,1,QA Engineer,13.2,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0159,Zoya Pandey,CSE,8,8.2,79.7,81.3,0,Python|Java|C++,React|Spring Boot|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate|Web Development Certificate,1,2,2,2,2,2,5,0,2,7,1,78,76,85,75,89,92,90,85,2,0,1,QA Engineer,84.9,Ready,Automation Testing,Mastering Test Automation & Frameworks,4,Placed
STU0160,Vikas Kumar,IT,5,8.15,70.5,77.5,0,Python|Java,React|Spring Boot|Pandas,Python Certificate,3,2,1,1,1,1,1,1,2,6,0,63,64,66,57,83,82,75,77,2,1,2,DevOps Engineer,60.0,Near Ready,AWS|Docker|Kubernetes,AWS Cloud Practitioner|Docker & Kubernetes Bootcamp|Kubernetes for DevOps,8,Placed
STU0161,Akash Rao,AI&DS,8,5.58,62.0,57.9,2,Python,Git,,0,0,1,0,0,0,0,0,1,2,0,40,47,40,40,72,62,51,65,0,0,0,QA Engineer,5.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0162,Deepak Mehta,IT,5,7.65,74.1,84.8,0,Python|Java,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate,2,3,2,1,2,1,3,4,3,9,0,75,77,71,71,88,88,87,83,2,1,1,Full Stack Developer,60.0,Near Ready,React|DSA,Meta Front-End Development|Data Structures & Algorithms,6,Placed
STU0163,Ankit Nair,IT,6,7.15,78.8,70.7,0,Python|Java,React|Spring Boot,Python Certificate,1,2,1,2,1,0,1,4,2,9,0,58,64,63,51,81,77,70,77,0,1,1,QA Engineer,60.0,Near Ready,Selenium|API Testing|Automation Testing,Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0164,Divya Reddy,AI&DS,7,6.36,76.5,74.0,0,Python|Java,React|Pandas,,2,1,2,1,1,0,0,4,3,8,1,64,63,63,57,83,78,76,81,2,0,1,DevOps Engineer,60.0,Near Ready,AWS|Docker|Kubernetes,AWS Cloud Practitioner|Docker & Kubernetes Bootcamp|Kubernetes for DevOps,8,Placed
STU0165,Shreya Chowdhury,CSE,6,8.14,96.9,92.3,0,Python|Java,React|Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,2,1,1,1,1,3,3,2,9,0,69,71,68,64,85,84,80,84,3,0,1,QA Engineer,67.4,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0166,Arjun Das,ECE,8,8.13,91.1,83.8,0,Python,React,Python Certificate|SQL Certificate|Cloud Certificate,0,0,1,1,0,1,3,1,2,6,1,67,66,66,61,84,78,79,84,0,2,2,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0167,Dev Iyer,AI&DS,8,7.91,82.8,85.7,0,Python|Java,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate,2,3,2,2,2,1,3,1,2,7,1,73,76,73,69,87,86,85,86,0,0,0,QA Engineer,80.0,Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0168,Rohan Nair,CSE,7,7.13,74.0,71.8,0,Python|Java,React|Spring Boot,Python Certificate,1,2,0,1,0,1,1,5,4,9,1,59,63,57,52,81,78,71,76,0,0,0,Full Stack Developer,27.1,Needs Training,React|DSA|MongoDB,Meta Front-End Development|Data Structures & Algorithms|MongoDB Developer Path,8,Not Placed
STU0169,Ananya Chowdhury,CSE,5,8.99,87.1,85.7,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate,2,2,2,1,0,2,1,1,2,8,0,71,74,71,66,86,88,83,85,1,0,1,QA Engineer,80.0,Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0170,Siddharth Kumar,IT,6,6.99,84.4,75.8,0,Python|Java,React|AWS,,1,1,2,2,2,1,0,4,3,9,0,62,66,66,55,82,77,74,78,0,1,0,Full Stack Developer,22.1,Needs Training,Java|DSA,Java Programming & Spring Boot|Data Structures & Algorithms,6,Not Placed
STU0171,Akash Pandey,IT,7,7.71,75.7,81.8,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,2,2,2,1,1,3,2,3,3,9,3,74,73,69,70,87,84,85,83,3,3,2,Full Stack Developer,80.0,Ready,React|NodeJS|MongoDB,Meta Front-End Development|Node.js Backend Development|MongoDB Developer Path,8,Placed
STU0172,Shreya Shetty,CSE,8,8.86,74.0,78.7,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate,2,2,3,2,1,2,1,0,2,7,0,72,75,73,68,86,88,84,86,4,0,2,QA Engineer,80.0,Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0173,Aarav Gupta,AI&DS,7,7.55,67.4,66.1,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,1,1,0,0,2,2,2,7,0,53,55,52,45,79,76,66,74,0,0,0,QA Engineer,19.2,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0174,Karthik Chawla,CSE,6,8.59,89.6,65.8,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,2,2,2,2,2,4,6,4,12,0,78,77,77,75,89,84,89,86,4,1,2,Full Stack Developer,82.8,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0175,Isha Patel,IT,7,7.47,76.2,71.4,1,Python,React|Pandas,Python Certificate|SQL Certificate,2,0,2,1,0,1,2,0,1,5,0,58,60,59,51,81,76,70,76,0,2,1,Data Analyst,60.0,Near Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0176,Pranav Mishra,CSE,7,8.98,89.8,79.3,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate,3,2,3,1,1,3,1,6,4,12,3,74,78,74,71,87,87,86,92,1,0,1,QA Engineer,93.8,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0177,Riya Reddy,IT,7,7.5,74.9,87.9,0,Python|Java|C++,React|Pandas,Python Certificate,3,1,2,2,1,2,1,3,3,9,1,69,69,68,64,85,84,81,85,1,2,2,DevOps Engineer,60.6,Near Ready,AWS|Docker|Kubernetes,AWS Cloud Practitioner|Docker & Kubernetes Bootcamp|Kubernetes for DevOps,8,Placed
STU0178,Pooja Dutta,AI&DS,5,9.1,81.1,91.7,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate,3,2,3,2,2,2,3,8,5,15,2,87,87,86,86,92,91,98,97,9,2,3,Full Stack Developer,95.9,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0179,Akash Patel,EEE,7,7.89,80.5,65.9,0,Python|Java,React,Python Certificate|SQL Certificate,1,1,0,1,0,0,2,3,3,7,0,62,65,62,55,82,79,74,79,0,0,0,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0180,Nishant Sharma,CSE,7,7.99,71.1,71.6,0,Python|Java,React|Spring Boot|Pandas,,2,2,2,2,0,1,0,1,3,6,2,61,62,59,53,82,79,73,80,0,1,0,QA Engineer,60.0,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0181,Nishant Iyer,AI&DS,8,7.76,67.8,68.5,0,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate,1,2,2,2,0,1,2,3,2,7,1,64,67,65,58,83,77,76,84,3,0,1,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0182,Rohan Joshi,CSE,6,6.76,76.3,75.1,0,Python,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,0,2,2,1,0,3,2,2,6,0,61,61,62,54,82,77,73,77,1,1,1,Data Analyst,60.0,Near Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0183,Priya Thakur,EEE,7,9.29,88.4,83.9,0,Python|Java|C++,React|Spring Boot,Python Certificate,1,2,2,1,0,2,1,3,3,9,1,74,73,74,71,87,83,86,87,1,1,2,QA Engineer,80.0,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0184,Deepak Pillai,EEE,8,5.62,64.5,66.2,1,Python,Git,,1,0,0,0,0,0,0,2,1,4,0,45,43,50,40,75,70,58,65,0,0,0,QA Engineer,5.9,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0185,Siddharth Saxena,CSE,5,6.28,67.3,60.8,0,Python|Java,Pandas|AWS,,2,1,2,0,2,1,0,1,2,4,0,52,51,48,43,78,77,64,72,0,1,1,QA Engineer,19.5,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0186,Aiswarya Mishra,IT,8,6.6,68.7,65.6,2,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,1,1,0,1,2,1,2,4,1,52,57,50,43,78,75,64,78,0,0,1,QA Engineer,16.7,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0187,Bhavya Reddy,ECE,7,9.23,83.7,75.4,0,Python|Java|C++,React|Pandas,Python Certificate,2,1,2,1,1,2,1,0,2,6,0,76,76,78,73,88,87,88,84,2,1,2,QA Engineer,80.0,Ready,Java|Automation Testing,Java for Test Automation|Mastering Test Automation & Frameworks,6,Placed
STU0188,Khushi Reddy,IT,5,9.64,84.9,94.6,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate,2,2,2,2,2,2,1,4,4,11,2,85,89,85,84,92,91,97,95,4,2,3,Full Stack Developer,92.2,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0189,Akash Deshmukh,AI&DS,6,7.6,73.6,77.2,0,Python|Java|C++,React|Pandas,Python Certificate,2,1,1,2,0,2,1,2,3,7,1,63,63,61,57,83,81,75,79,1,0,0,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0190,Ishaan Bhat,CSE,7,7.56,79.3,76.5,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,1,1,1,1,2,2,2,6,0,63,65,65,56,82,76,74,78,0,0,0,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0191,Akash Yadav,CSE,5,7.59,80.2,75.6,1,Python|Java|C++,React|Spring Boot|Pandas,,2,2,2,1,1,2,0,4,4,10,0,66,66,65,60,84,86,78,79,2,0,2,QA Engineer,60.0,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0192,Manish Verma,EEE,7,8.94,88.1,87.9,0,Python|Java,React|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,1,1,2,1,2,1,4,2,2,9,3,79,80,76,76,89,88,90,90,1,0,1,QA Engineer,87.5,Ready,Java|Automation Testing,Java for Test Automation|Mastering Test Automation & Frameworks,6,Placed
STU0193,Akash Deshmukh,EEE,6,5.31,65.6,76.3,0,Java,Git,,0,1,0,0,0,1,0,2,2,4,1,54,53,54,45,79,72,66,74,0,1,1,QA Engineer,19.5,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0194,Riya Agarwal,IT,7,7.59,79.0,75.4,0,Python|Java,React|Spring Boot|Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,3,2,1,1,1,4,2,3,7,0,68,71,59,62,84,82,79,87,2,1,1,QA Engineer,62.5,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0195,Sanjay Patel,AI&DS,5,8.6,74.9,84.6,0,Python|Java|C++,React|Pandas,Python Certificate,2,1,3,2,1,3,1,3,3,10,3,76,77,77,73,88,85,88,87,3,1,1,Full Stack Developer,80.9,Ready,Java|NodeJS|MongoDB,Java Programming & Spring Boot|Node.js Backend Development|MongoDB Developer Path,8,Placed
STU0196,Akash Agarwal,AI&DS,8,7.43,82.9,73.0,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,1,2,1,1,0,3,1,3,7,3,71,73,67,66,86,85,83,82,1,1,1,Data Analyst,65.2,Near Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0197,Anish Chawla,IT,8,7.88,86.7,71.5,0,Python|Java,React|Spring Boot|AWS,Python Certificate|SQL Certificate,1,2,1,1,2,1,2,1,2,6,1,67,68,67,61,84,81,79,83,3,0,1,QA Engineer,61.4,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0198,Dev Gupta,EEE,8,8.4,78.6,84.6,0,Python|Java|C++,Spring Boot|Pandas,Python Certificate|SQL Certificate,2,2,2,0,1,3,2,5,3,11,0,77,77,76,74,88,90,88,86,0,1,1,QA Engineer,83.9,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0199,Utkarsh Gupta,EEE,7,5.67,53.4,57.3,0,Java,Spring Boot,,0,2,1,0,0,0,0,1,2,3,0,40,44,40,40,70,64,45,66,0,0,1,QA Engineer,7.9,Needs Training,Selenium|API Testing|Automation Testing,Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Not Placed
STU0200,Zoya Chawla,ECE,5,8.96,85.1,79.6,0,Python|Java|C++,Git,Python Certificate|SQL Certificate|Cloud Certificate,1,1,1,0,0,2,3,2,3,7,0,73,78,71,69,87,84,85,84,2,2,2,QA Engineer,70.9,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0201,Isha Rao,IT,7,6.61,79.0,67.7,0,Java,React,Python Certificate|SQL Certificate,0,1,0,1,1,1,2,1,3,4,0,57,60,58,49,80,74,69,73,1,1,0,QA Engineer,24.3,Needs Training,Java|Selenium|API Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing,8,Not Placed
STU0202,Anushka Dutta,CSE,5,5.59,61.1,56.1,1,Python,Git,,0,0,0,0,0,0,0,0,1,2,0,43,44,40,40,74,69,55,66,0,0,0,QA Engineer,5.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0203,Sneha Nair,CSE,5,7.97,78.6,76.4,1,Python|Java|C++,React|Pandas,Python Certificate,2,1,1,1,1,3,1,1,1,7,3,71,72,72,66,86,85,83,86,0,1,1,QA Engineer,80.3,Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0204,Tanvi Kulkarni,EEE,6,8.65,79.1,89.1,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate,2,2,2,2,1,2,1,1,2,8,0,81,78,83,79,90,90,93,89,0,1,1,Full Stack Developer,80.0,Ready,NodeJS|MongoDB,Node.js Backend Development|MongoDB Developer Path,6,Placed
STU0205,Aditya Kulkarni,IT,7,7.46,77.4,64.8,0,Python,React|Pandas,,2,0,1,1,0,1,0,2,2,7,0,63,62,59,57,83,82,75,74,1,1,2,Data Analyst,27.5,Needs Training,SQL|Statistics|Power BI,SQL & Database Fundamentals|Statistics for Data Analysis|Microsoft Power BI Data Analyst,8,Not Placed
STU0206,Anish Das,CSE,7,8.07,95.8,91.3,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate,2,2,2,2,2,2,2,3,3,10,0,76,75,78,73,88,86,88,89,2,0,1,QA Engineer,88.8,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0207,Yash Deshmukh,CSE,7,8.55,92.3,85.5,0,Python|Java|C++,React|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate|Web Development Certificate,3,1,2,2,2,3,6,4,4,11,0,84,86,85,83,91,93,95,90,2,0,2,Data Analyst,90.1,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0208,Sneha Agarwal,IT,7,9.13,88.4,91.2,0,Python|Java,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,2,3,2,2,1,4,6,5,13,1,80,83,77,78,90,91,92,89,6,0,2,QA Engineer,93.4,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0209,Manish Kapoor,CSE,6,9.45,92.7,82.1,0,Python|Java|C++,React|Spring Boot,Python Certificate|SQL Certificate,1,2,3,3,1,2,2,5,4,13,2,84,85,84,83,92,94,96,89,4,0,1,QA Engineer,95.2,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0210,Karan Reddy,CSE,8,7.84,83.9,85.7,1,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,2,2,2,2,2,4,2,2,7,2,74,72,70,70,87,86,85,88,3,0,1,Data Analyst,80.0,Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0211,Yash Thakur,AI&DS,7,8.02,74.5,79.7,0,Python|Java,React|Spring Boot|Pandas,,2,2,2,2,1,1,0,5,4,10,0,66,68,67,60,84,82,78,84,2,0,1,QA Engineer,66.1,Near Ready,API Testing,Postman & REST API Testing,4,Placed
STU0212,Manish Nair,IT,7,5.58,69.3,62.9,0,Python,React,,0,0,1,1,1,1,0,2,2,5,0,45,49,45,40,75,70,58,69,0,0,1,QA Engineer,5.1,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0213,Karan Rao,IT,6,7.38,77.2,66.8,0,Python|Java,React|AWS,Python Certificate|SQL Certificate,1,1,2,2,2,1,2,2,2,7,0,62,63,59,55,82,78,74,77,2,0,1,Data Analyst,60.0,Near Ready,Python|Statistics,Python for Data Analysis|Statistics for Data Analysis,6,Placed
STU0214,Arjun Saxena,CSE,7,7.07,71.3,68.9,0,Python,Git,,1,0,1,0,1,1,0,1,2,5,0,55,59,52,46,79,75,67,78,0,0,0,QA Engineer,21.3,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0215,Vikas Joshi,IT,7,9.65,90.5,87.4,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate|Web Development Certificate,3,2,2,3,2,3,5,7,5,15,1,91,93,88,91,94,92,100,99,4,1,2,Full Stack Developer,97.3,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0216,Rohan Mehta,CSE,6,7.55,83.1,71.9,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate,2,1,1,1,0,1,2,3,2,9,0,63,63,63,56,82,81,74,75,0,0,0,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0217,Karthik Kapoor,AI&DS,5,7.36,82.3,82.3,0,Python|Java|C++,React,Python Certificate|SQL Certificate|Cloud Certificate,1,1,1,1,1,2,3,2,3,8,0,66,67,66,60,84,81,78,81,1,0,1,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0218,Ananya Sharma,IT,7,7.95,79.6,84.7,0,Python|Java|C++,React|Spring Boot|Pandas,Python Certificate|SQL Certificate,2,2,2,2,1,2,2,4,3,9,1,71,71,73,67,86,86,83,90,0,0,0,QA Engineer,80.0,Ready,API Testing,Postman & REST API Testing,4,Placed
STU0219,Rohan Kulkarni,IT,7,7.44,83.4,75.5,0,Python|Java,React|Spring Boot|Pandas,Python Certificate,2,2,2,1,1,1,1,2,2,8,1,65,66,58,59,84,81,77,83,1,0,1,QA Engineer,60.0,Near Ready,API Testing|Automation Testing,Postman & REST API Testing|Mastering Test Automation & Frameworks,6,Placed
STU0220,Sneha Kumar,ECE,6,8.82,89.1,84.4,0,Python|Java|C++,React|Spring Boot|Pandas|AWS,Python Certificate|SQL Certificate|Cloud Certificate,2,3,2,2,2,2,3,4,3,11,0,85,82,80,84,92,92,96,91,2,2,2,Full Stack Developer,84.8,Ready,Advanced interview practice,Advanced Placement Interview Mastery,4,Placed
STU0221,Ananya Bhat,IT,8,6.79,69.1,73.3,2,Python,React|Pandas,Python Certificate|SQL Certificate,2,0,2,1,1,1,2,3,2,6,1,57,59,55,49,80,74,69,74,0,1,1,Data Analyst,60.0,Near Ready,Statistics,Statistics for Data Analysis,4,Placed
STU0222,Gaurav Agarwal,IT,6,6.92,75.8,76.9,0,Python|Java,React|Pandas,Python Certificate|SQL Certificate|Cloud Certificate,2,1,1,1,0,1,3,5,3,10,0,67,66,69,62,84,78,79,76,0,0,1,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
STU0223,Karan Singh,CSE,7,6.51,63.2,54.4,0,Python|Java|C++,React,Python Certificate,1,1,1,1,0,2,1,2,2,6,1,56,53,56,47,80,76,68,73,1,0,1,Full Stack Developer,13.8,Needs Training,React|Java|NodeJS|MongoDB,Meta Front-End Development|Java Programming & Spring Boot|Node.js Backend Development|MongoDB Developer Path,10,Not Placed
STU0224,Neha Dutta,AI&DS,8,6.04,69.8,67.8,0,Python,Git,,1,0,1,0,0,0,0,0,1,2,0,49,51,46,40,77,69,61,72,0,0,0,QA Engineer,10.9,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0225,Ananya Dutta,CSE,7,6.76,64.0,69.3,0,Python,Pandas,Python Certificate,2,0,1,0,0,1,1,0,1,3,0,57,51,54,49,80,76,69,72,1,0,0,Data Analyst,17.0,Needs Training,SQL|Statistics|Power BI,SQL & Database Fundamentals|Statistics for Data Analysis|Microsoft Power BI Data Analyst,8,Not Placed
STU0226,Isha Shah,CSE,7,7.34,71.6,81.9,0,Python|Java,React|Pandas,Python Certificate,3,1,2,2,0,1,1,1,2,7,1,64,70,66,58,83,80,76,79,0,0,1,QA Engineer,60.0,Near Ready,Java|API Testing|Automation Testing,Java for Test Automation|Postman & REST API Testing|Mastering Test Automation & Frameworks,8,Placed
STU0227,Khushi Patel,Mechanical,6,7.04,64.2,64.6,0,Python,Git,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,1,0,1,0,0,0,4,3,3,6,0,60,58,61,52,81,75,72,79,0,0,1,Data Analyst,20.6,Needs Training,Python|SQL|Statistics,Python for Data Analysis|SQL & Database Fundamentals|Statistics for Data Analysis,8,Not Placed
STU0228,Rahul Shetty,AI&DS,6,7.05,72.0,50.0,1,Python,React,Python Certificate|SQL Certificate,1,0,1,1,1,1,2,4,3,7,0,56,56,56,48,80,75,69,77,0,0,0,QA Engineer,22.4,Needs Training,Java|Selenium|API Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing,8,Not Placed
STU0229,Shreya Thakur,EEE,8,6.53,66.0,64.0,1,Python,Git,,0,0,0,0,0,0,0,1,2,4,0,48,47,43,40,76,73,60,67,0,0,0,QA Engineer,5.3,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0230,Kunal Kulkarni,IT,7,7.09,75.7,76.0,0,Python|Java,React,Python Certificate|SQL Certificate,1,1,2,1,1,1,2,1,2,6,3,64,64,62,57,83,81,76,79,3,1,2,Data Analyst,60.0,Near Ready,Python|Statistics,Python for Data Analysis|Statistics for Data Analysis,6,Placed
STU0231,Vikas Agarwal,ECE,8,5.39,60.7,51.3,0,Python,Git,,0,0,1,0,0,1,0,0,1,2,0,47,45,45,40,76,73,59,69,0,0,0,QA Engineer,5.0,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0232,Aarav Saxena,AI&DS,6,7.74,78.2,76.0,0,Python|Java|C++,React|Pandas|AWS,Python Certificate,2,1,2,1,2,2,1,4,3,10,1,74,76,76,70,87,86,85,88,2,0,2,QA Engineer,66.7,Near Ready,Java,Java for Test Automation,4,Placed
STU0233,Siddharth Joshi,IT,6,7.34,81.0,92.3,0,Python|Java,React|Spring Boot,Python Certificate|SQL Certificate,1,2,2,1,1,1,2,1,3,7,2,66,74,70,60,84,83,78,83,2,1,1,Data Analyst,60.0,Near Ready,Python|Statistics,Python for Data Analysis|Statistics for Data Analysis,6,Placed
STU0234,Yash Kumar,AI&DS,5,5.87,63.6,60.0,2,Python,React,,1,0,1,1,1,0,0,3,2,6,0,47,47,47,40,76,73,60,67,0,0,0,QA Engineer,7.3,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0235,Arjun Iyer,CSE,7,6.81,77.1,76.6,0,Python,Pandas,Python Certificate|SQL Certificate|Cloud Certificate|DSA Certificate,2,0,1,0,0,1,4,2,2,6,2,61,58,59,54,82,84,73,78,0,1,0,Data Analyst,60.0,Near Ready,SQL|Statistics,SQL & Database Fundamentals|Statistics for Data Analysis,6,Placed
STU0236,Anushka Dutta,IT,6,6.1,67.6,64.3,0,Python|Java,React,Python Certificate|SQL Certificate,1,1,1,1,1,1,2,0,1,3,0,56,56,51,47,80,76,68,75,0,1,0,QA Engineer,24.9,Needs Training,Java|Selenium|API Testing|Automation Testing,Java for Test Automation|Automation Testing with Selenium|Postman & REST API Testing|Mastering Test Automation & Frameworks,10,Not Placed
STU0237,Ankit Yadav,CSE,8,7.59,81.5,65.3,0,Python|Java,React|Pandas,,2,1,2,2,1,1,0,4,3,9,0,69,72,69,63,85,82,80,80,0,0,0,QA Engineer,60.0,Near Ready,Java|API Testing,Java for Test Automation|Postman & REST API Testing,6,Placed
